fecha,axn_impression,canal_1_impression,canal_caracol_impression,canal_rcn_impression,cinecanal_impression,citytv_impression,discovery_channel_impression,discovery_home_&_health_impression,espn_impression,food_network_impression,space_impression,star_channel_impression,tnt_impression,tnt_series_impression,teleantioquia_impression,telecafe_impression,telecaribe_impression,telepacifico_impression,warner_impression,axn_spend,canal_1_spend,canal_caracol_spend,canal_rcn_spend,cinecanal_spend,citytv_spend,discovery_channel_spend,discovery_home_&_health_spend,espn_spend,food_network_spend,space_spend,star_channel_spend,tnt_spend,tnt_series_spend,teleantioquia_spend,telecafe_spend,telecaribe_spend,telepacifico_spend,warner_spend,bing_impression,bing_spend,dv360_impression,dv360_spend,facebook_brand_impression,facebook_brand_spend,facebook_credito_impression,facebook_credito_spend,facebook_ecommerce_impression,facebook_ecommerce_spend,facebook_empresarios_impression,facebook_empresarios_spend,facebook_hogar_impression,facebook_hogar_spend,facebook_servicio_impression,facebook_servicio_spend,google_brand_impression,google_brand_spend,google_ecommerce_impression,google_ecommerce_spend,google_servicio_impression,google_servicio_spend,tiktok_impression,tiktok_spend,rrssfacebook_impression,rrssinstagram_impression,rrsstiktok_impression,rrssyoutube_impression,rrssfacebook_spend,rrssinstagram_spend,rrsstiktok_spend,rrssyoutube_spend,cantidad_cocinas,cantidad_lavadoras,cantidad_neveras,conversions,valor_cocinas,valor_lavadoras,valor_neveras,revenue_per_conversion,abba_cocina_unidades,abba_cocina_ventas,acros_lavadoras_unidades,acros_lavadoras_ventas,challenger_cocina_unidades,challenger_cocina_ventas,challenger_lavadoras_unidades,challenger_lavadoras_ventas,challenger_neveras_unidades,challenger_neveras_ventas,electrolux_lavadoras_unidades,electrolux_lavadoras_ventas,electrolux_neveras_unidades,electrolux_neveras_ventas,ge profile_neveras_unidades,ge profile_neveras_ventas,haceb_cocina_unidades,haceb_cocina_ventas,haceb_lavadoras_unidades,haceb_lavadoras_ventas,haceb_neveras_unidades,haceb_neveras_ventas,hisense_neveras_unidades,hisense_neveras_ventas,indurama_cocina_unidades,indurama_cocina_ventas,kitchenaid_cocina_unidades,kitchenaid_cocina_ventas,lg_lavadoras_unidades,lg_lavadoras_ventas,lg_neveras_unidades,lg_neveras_ventas,mabe_cocina_unidades,mabe_cocina_ventas,mabe_lavadoras_unidades,mabe_lavadoras_ventas,mabe_neveras_unidades,mabe_neveras_ventas,samsung_lavadoras_unidades,samsung_lavadoras_ventas,samsung_neveras_unidades,samsung_neveras_ventas,superior_cocina_unidades,superior_cocina_ventas,whirlpool_cocina_unidades,whirlpool_cocina_ventas,whirlpool_lavadoras_unidades,whirlpool_lavadoras_ventas,whirlpool_neveras_unidades,whirlpool_neveras_ventas,total_cocina_unidades,total_cocina_ventas,total_neveras_unidades,total_neveras_ventas,total_lavadoras_unidades,total_lavadoras_ventas,centrales_marca_compradas,challenger_marca_compradas,electrolux_marca_compradas,haceb_marca_compradas,icasa_marca_compradas,kalley_marca_compradas,lg_marca_compradas,mabe_marca_compradas,no recuerda_marca_compradas,samsung_marca_compradas,whirlpool_marca_compradas,centrales_marca_proximas_comprar,challenger_marca_proximas_comprar,electrolux_marca_proximas_comprar,haceb_marca_proximas_comprar,icasa_marca_proximas_comprar,kalley_marca_proximas_comprar,lg_marca_proximas_comprar,mabe_marca_proximas_comprar,samsung_marca_proximas_comprar,whirlpool_marca_proximas_comprar,centrales_marca_top_of_heart,challenger_marca_top_of_heart,electrolux_marca_top_of_heart,haceb_marca_top_of_heart,icasa_marca_top_of_heart,kalley_marca_top_of_heart,lg_marca_top_of_heart,mabe_marca_top_of_heart,samsung_marca_top_of_heart,whirlpool_marca_top_of_heart,centrales_recordacion_top_of_mind,challenger_recordacion_top_of_mind,electrolux_recordacion_top_of_mind,haceb_recordacion_top_of_mind,icasa_recordacion_top_of_mind,kalley_recordacion_top_of_mind,lg_recordacion_top_of_mind,mabe_recordacion_top_of_mind,no recuerda_recordacion_top_of_mind,samsung_recordacion_top_of_mind,whirlpool_recordacion_top_of_mind,promotores_btl,48_horas_de_dscto,aniversario_salas,calendario_eventos2_black_days,dcto_linea_premium,descuento_calentadores,descuento_conservacion_de_alimentos,descuento_conservacion_de_alimentos_y_cuidado_del_hogar,descuento_cuidado_del_hogar,especial_calentadores_y_aires,especial_empotre,especial_empotre_y_lavado,especial_empotre_y_refrigeracion,especial_empotre_y_calentadores,especial_refrigeracion_y_menores,especial_de_lavado,feria_de_saldos_y_np,hot_sales,calendario_eventos2_madrugon,marco_promocional_habitual,calendario_eventos2_mega_outlet,por_ser_hogar_haceb,super_martes,calendario_eventos2_super_sale,calendario_eventos2_super_sabado,tecnamorate,aniversario_exito,mega_prima,ddpe,calendario_eventos_black_friday,renueva_tu_hogar,abril_es_una_ganga,agosto_alkosto,aniversario_1,aniversario_2,aniversario_easy,bajo_cero,aniversario_olimpica,evento_patrocinado_bajo_cero,temporada_de_casa,precios_campeones,cumpleanos_homecenter,aniverasrio,electrodomesticos_a_la_fija,easy_cumpleanos,dias_del_ahorro_easy,bajo_cero_olimpiadas,folleto_climatizacion_aires,48_horas_de_descuento,campana_re_hacer,calendario_promos_super_sale,calendario_promos_super_sabado,hot_sale,aniversario_haceb,activacion_experiencia_6_pdv_nacional,feria_de_saldos,super_tuesday,mega_outlet_diciembre,entrega_de_aguas_pepe_sierra,promotoria_moderno,promotoria_especial,promotoria_directo,nps,ins,ces,ventas_call_center,sesiones
2023-11-10,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,13400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137300,0,0,0,0,0,0.0,599267,722346.9,560666,494707,0,0,18834,74253,0,0,0,0,0,0,0,0.0,51072,980041.42,0,0.0,356048,373976.55,0,0,0,32575,0,0,0,0,614,348,534,1496,294388929.6,411271644.7,891133445.0,1067375.6811497326,194.8532567,157787244.7,40.08626296,52312444.01,116.7761255,106043692.9,148.1483732,194453075.6,474.4291595,656168837.0,74.00668209,110628003.2,105.2408962,199651535.1,2.53272172,14789447.82,665.1017951,559609173.9,794.1306539,1027310723.0,1199.85788,2225046292.0,22.92866768,50227509.05,16.64790431,29020387.66,0.757847534,13765911.43,855.8994095,2071254642.0,242.1895925,1117503370.0,89.16032264,120306581.4,229.5838272,395659824.3,1014.085094,1919238054.0,1065.858815,2240526460.0,470.2710583,1697762204.0,7.10829148,6303335.519,7.253038329,22090365.94,305.6287282,629326915.7,129.187693,340132483.2,1106.60921,1032606413.0,3699.53563,8285179494,3653.083074,6843178672,0.010486885,0.029891803,0.019860656,0.043818033,0.010242623,0.02987377,0.105790164,0.040744262,0.005140984,0.098085246,0.04722459,0.065162295,0.098598361,0.063832787,0.160704918,0.041555738,0.11185082,0.275385246,0.100572131,0.335696721,0.132070492,0.022601639,0.034368852,0.019480328,0.107134426,0.011495082,0.042206557,0.182316393,0.038609836,0.230080328,0.068767213,0.020565574,0.043206557,0.01787377,0.146103279,0.019990164,0.039272131,0.266078689,0.099429508,0.025863934,0.204491803,0.042981967,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,76,14,77,0.85,0.09,9,7475
2023-11-10,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,13400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137300,0,0,0,0,0,0.0,599267,722346.9,560666,494707,0,0,18834,74253,0,0,0,0,0,0,0,0.0,51072,980041.42,0,0.0,356048,373976.55,0,0,0,32575,0,0,0,0,614,348,534,1496,294388929.6,411271644.7,891133445.0,1067375.6811497326,194.8532567,157787244.7,40.08626296,52312444.01,116.7761255,106043692.9,148.1483732,194453075.6,474.4291595,656168837.0,74.00668209,110628003.2,105.2408962,199651535.1,2.53272172,14789447.82,665.1017951,559609173.9,794.1306539,1027310723.0,1199.85788,2225046292.0,22.92866768,50227509.05,16.64790431,29020387.66,0.757847534,13765911.43,855.8994095,2071254642.0,242.1895925,1117503370.0,89.16032264,120306581.4,229.5838272,395659824.3,1014.085094,1919238054.0,1065.858815,2240526460.0,470.2710583,1697762204.0,7.10829148,6303335.519,7.253038329,22090365.94,305.6287282,629326915.7,129.187693,340132483.2,1106.60921,1032606413.0,3699.53563,8285179494,3653.083074,6843178672,0.010486885,0.029891803,0.019860656,0.043818033,0.010242623,0.02987377,0.105790164,0.040744262,0.005140984,0.098085246,0.04722459,0.065162295,0.098598361,0.063832787,0.160704918,0.041555738,0.11185082,0.275385246,0.100572131,0.335696721,0.132070492,0.022601639,0.034368852,0.019480328,0.107134426,0.011495082,0.042206557,0.182316393,0.038609836,0.230080328,0.068767213,0.020565574,0.043206557,0.01787377,0.146103279,0.019990164,0.039272131,0.266078689,0.099429508,0.025863934,0.204491803,0.042981967,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,76,14,77,0.85,0.09,9,7475
2023-11-11,0.0,0,5305500,0,0,232960,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,15433450,0,0,1647300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,636549,728234.48,580482,519669,0,0,19699,74856,0,0,0,0,0,0,0,0.0,60929,1102352.88,0,0.0,312395,376023.45,19408,9806,0,25998,0,0,0,0,693,414,699,1806,351327774.3,525264155.8,1122020416.0,1106651.354374308,146.1399425,118340433.5,30.06469722,39234333.01,87.58209411,79532769.71,111.1112799,145839806.7,355.8218696,492126627.8,55.50501157,82971002.39,78.93067211,149738651.3,1.89954129,11092085.87,498.8263463,419706880.4,595.5979904,770483041.9,899.8934101,1668784719.0,17.19650076,37670631.78,12.48592823,21765290.74,0.56838565,10324433.57,641.9245572,1553440981.0,181.6421944,838127527.4,66.87024198,90229936.03,172.1878704,296744868.2,760.5638202,1439428540.0,799.3941112,1680394845.0,352.7032937,1273321653.0,5.33121861,4727501.639,5.439778747,16567774.46,229.2215461,471995186.8,96.89076977,255099362.4,829.9569075,774454809.8,2774.651722,6213884620,2739.812305,5132384004,0.010429508,0.029993443,0.019988525,0.043734426,0.010154098,0.029959016,0.105672131,0.04087541,0.005232787,0.098108197,0.047319672,0.065209836,0.098478689,0.06382623,0.160163934,0.04162459,0.112360656,0.275508197,0.100637705,0.336157377,0.131916393,0.022621311,0.034095082,0.019244262,0.107047541,0.011536066,0.041785246,0.182613115,0.038327869,0.230244262,0.06857377,0.020452459,0.043485246,0.018059016,0.146442623,0.020072131,0.038837705,0.266022951,0.099283607,0.025531148,0.204593443,0.043165574,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,76,14,75,0.79,0.05,5,6408
2023-11-11,0.0,0,5305500,0,0,232960,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,15433450,0,0,1647300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,636549,728234.48,580482,519669,0,0,19699,74856,0,0,0,0,0,0,0,0.0,60929,1102352.88,0,0.0,312395,376023.45,19408,9806,0,25998,0,0,0,0,693,414,699,1806,351327774.3,525264155.8,1122020416.0,1106651.354374308,146.1399425,118340433.5,30.06469722,39234333.01,87.58209411,79532769.71,111.1112799,145839806.7,355.8218696,492126627.8,55.50501157,82971002.39,78.93067211,149738651.3,1.89954129,11092085.87,498.8263463,419706880.4,595.5979904,770483041.9,899.8934101,1668784719.0,17.19650076,37670631.78,12.48592823,21765290.74,0.56838565,10324433.57,641.9245572,1553440981.0,181.6421944,838127527.4,66.87024198,90229936.03,172.1878704,296744868.2,760.5638202,1439428540.0,799.3941112,1680394845.0,352.7032937,1273321653.0,5.33121861,4727501.639,5.439778747,16567774.46,229.2215461,471995186.8,96.89076977,255099362.4,829.9569075,774454809.8,2774.651722,6213884620,2739.812305,5132384004,0.010429508,0.029993443,0.019988525,0.043734426,0.010154098,0.029959016,0.105672131,0.04087541,0.005232787,0.098108197,0.047319672,0.065209836,0.098478689,0.06382623,0.160163934,0.04162459,0.112360656,0.275508197,0.100637705,0.336157377,0.131916393,0.022621311,0.034095082,0.019244262,0.107047541,0.011536066,0.041785246,0.182613115,0.038327869,0.230244262,0.06857377,0.020452459,0.043485246,0.018059016,0.146442623,0.020072131,0.038837705,0.266022951,0.099283607,0.025531148,0.204593443,0.043165574,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,76,14,75,0.79,0.05,5,6408
2023-11-12,0.0,0,3248100,0,0,330400,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4652900,0,0,1647300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,607430,728027.17,593810,485130,0,0,23570,80440,0,0,0,0,0,0,0,0.0,54413,951139.56,0,0.0,445672,500491.94,0,0,504,20734,0,0,0,0,474,215,310,999,228186549.2,281720418.5,479098173.9,989995.1367367367,73.06997126,59170216.76,15.03234861,19617166.51,43.79104706,39766384.85,55.55563993,72919903.34,177.9109348,246063313.9,27.75250579,41485501.19,39.46533606,74869325.66,0.949770645,5546042.933,249.4131731,209853440.2,297.7989952,385241521.0,449.9467051,834392359.4,8.59825038,18835315.89,6.242964115,10882645.37,0.284192825,5162216.787,320.9622786,776720490.6,90.82109718,419063763.7,33.43512099,45114968.01,86.09393521,148372434.1,380.2819101,719714270.1,399.6970556,840197422.6,176.3516468,636660826.5,2.665609305,2363750.82,2.719889373,8283887.228,114.6107731,235997593.4,48.44538488,127549681.2,414.9784538,387227404.9,1387.325861,3106942310,1369.906153,2566192002,0.010372131,0.030095082,0.020116393,0.04365082,0.010065574,0.030044262,0.105554098,0.041006557,0.00532459,0.098131148,0.047414754,0.065257377,0.098359016,0.063819672,0.159622951,0.041693443,0.112870492,0.275631148,0.100703279,0.336618033,0.131762295,0.022640984,0.033821311,0.019008197,0.106960656,0.011577049,0.041363934,0.182909836,0.038045902,0.230408197,0.068380328,0.020339344,0.043763934,0.018244262,0.146781967,0.020154098,0.038403279,0.265967213,0.099137705,0.025198361,0.204695082,0.04334918,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,76,14,83,0.83,0.17,0,6012
2023-11-12,0.0,0,3248100,0,0,330400,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4652900,0,0,1647300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,607430,728027.17,593810,485130,0,0,23570,80440,0,0,0,0,0,0,0,0.0,54413,951139.56,0,0.0,445672,500491.94,0,0,504,20734,0,0,0,0,474,215,310,999,228186549.2,281720418.5,479098173.9,989995.1367367367,73.06997126,59170216.76,15.03234861,19617166.51,43.79104706,39766384.85,55.55563993,72919903.34,177.9109348,246063313.9,27.75250579,41485501.19,39.46533606,74869325.66,0.949770645,5546042.933,249.4131731,209853440.2,297.7989952,385241521.0,449.9467051,834392359.4,8.59825038,18835315.89,6.242964115,10882645.37,0.284192825,5162216.787,320.9622786,776720490.6,90.82109718,419063763.7,33.43512099,45114968.01,86.09393521,148372434.1,380.2819101,719714270.1,399.6970556,840197422.6,176.3516468,636660826.5,2.665609305,2363750.82,2.719889373,8283887.228,114.6107731,235997593.4,48.44538488,127549681.2,414.9784538,387227404.9,1387.325861,3106942310,1369.906153,2566192002,0.010372131,0.030095082,0.020116393,0.04365082,0.010065574,0.030044262,0.105554098,0.041006557,0.00532459,0.098131148,0.047414754,0.065257377,0.098359016,0.063819672,0.159622951,0.041693443,0.112870492,0.275631148,0.100703279,0.336618033,0.131762295,0.022640984,0.033821311,0.019008197,0.106960656,0.011577049,0.041363934,0.182909836,0.038045902,0.230408197,0.068380328,0.020339344,0.043763934,0.018244262,0.146781967,0.020154098,0.038403279,0.265967213,0.099137705,0.025198361,0.204695082,0.04334918,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,76,14,83,0.83,0.17,0,6012
2023-11-14,10947.5,0,0,0,0,0,2550,0,0.0,0,28910.0,0,30360,5605.0,15200,0,0,0,5740,2673250,0,0,0,0,0,3728100,0,0,0,3723000,0,4612950,2250800,568650,0,0,0,2548300,0,0.0,641201,730266.1,540041,451000,0,0,19846,76679,0,0,0,0,0,0,0,0.0,67795,1235512.37,0,0.0,88321,192236.92,16099,3279,0,13179,0,0,0,0,535,291,530,1356,253181234.7,354720176.6,895354760.4,1108595.9970501475,116.911954,94672346.82,24.05175778,31387466.41,70.06567529,63626215.77,88.8890239,116671845.3,284.6574957,393701302.2,44.40400926,66376801.91,63.14453769,119790921.1,1.519633032,8873668.693,399.061077,335765504.4,476.4783923,616386433.5,719.9147281,1335027775.0,13.75720061,30136505.43,9.988742583,17412232.59,0.45470852,8259546.859,513.5396457,1242752785.0,145.3137555,670502021.9,53.49619359,72183948.82,137.7502963,237395894.6,608.4510562,1151542832.0,639.515289,1344315876.0,282.162635,1018657322.0,4.264974888,3782001.311,4.351822998,13254219.56,183.3772369,377596149.4,77.51261581,204079489.9,663.965526,619563847.8,2219.721378,4971107696,2191.849844,4105907203,0.010257377,0.030298361,0.020372131,0.043483607,0.009888525,0.030214754,0.105318033,0.041268852,0.005508197,0.098177049,0.047604918,0.065352459,0.098119672,0.063806557,0.158540984,0.041831148,0.113890164,0.275877049,0.100834426,0.337539344,0.131454098,0.022680328,0.03327377,0.018536066,0.106786885,0.011659016,0.040521311,0.183503279,0.037481967,0.230736066,0.067993443,0.020113115,0.044321311,0.018614754,0.147460656,0.020318033,0.037534426,0.265855738,0.098845902,0.024532787,0.204898361,0.043716393,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,76,14,70,0.81,0.08,10,9157
2023-11-14,10947.5,0,0,0,0,0,2550,0,0.0,0,28910.0,0,30360,5605.0,15200,0,0,0,5740,2673250,0,0,0,0,0,3728100,0,0,0,3723000,0,4612950,2250800,568650,0,0,0,2548300,0,0.0,641201,730266.1,540041,451000,0,0,19846,76679,0,0,0,0,0,0,0,0.0,67795,1235512.37,0,0.0,88321,192236.92,16099,3279,0,13179,0,0,0,0,535,291,530,1356,253181234.7,354720176.6,895354760.4,1108595.9970501475,116.911954,94672346.82,24.05175778,31387466.41,70.06567529,63626215.77,88.8890239,116671845.3,284.6574957,393701302.2,44.40400926,66376801.91,63.14453769,119790921.1,1.519633032,8873668.693,399.061077,335765504.4,476.4783923,616386433.5,719.9147281,1335027775.0,13.75720061,30136505.43,9.988742583,17412232.59,0.45470852,8259546.859,513.5396457,1242752785.0,145.3137555,670502021.9,53.49619359,72183948.82,137.7502963,237395894.6,608.4510562,1151542832.0,639.515289,1344315876.0,282.162635,1018657322.0,4.264974888,3782001.311,4.351822998,13254219.56,183.3772369,377596149.4,77.51261581,204079489.9,663.965526,619563847.8,2219.721378,4971107696,2191.849844,4105907203,0.010257377,0.030298361,0.020372131,0.043483607,0.009888525,0.030214754,0.105318033,0.041268852,0.005508197,0.098177049,0.047604918,0.065352459,0.098119672,0.063806557,0.158540984,0.041831148,0.113890164,0.275877049,0.100834426,0.337539344,0.131454098,0.022680328,0.03327377,0.018536066,0.106786885,0.011659016,0.040521311,0.183503279,0.037481967,0.230736066,0.067993443,0.020113115,0.044321311,0.018614754,0.147460656,0.020318033,0.037534426,0.265855738,0.098845902,0.024532787,0.204898361,0.043716393,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,76,14,70,0.81,0.08,10,9157
2023-11-15,4350.0,0,17062650,8333325,0,0,0,0,0.0,0,0.0,0,35880,6785.0,14000,0,0,0,3220,4685200,0,40192250,25245850,0,0,0,0,0,0,0,0,4127600,1674500,568650,0,0,0,2848350,0,0.0,625306,738102.38,514819,489329,0,0,18928,74713,0,0,0,0,0,0,0,0.0,65611,1169985.12,0,0.0,101972,242860.77,0,0,674,8224,0,0,0,0,541,292,536,1369,272946539.1,356878741.3,879506590.9,1102506.8451424397,155.8826054,126229795.8,32.06901037,41849955.21,93.42090039,84834954.35,118.5186985,155562460.5,379.5433276,524935069.6,59.20534568,88502402.55,84.19271692,159721228.1,2.026177376,11831558.26,532.081436,447687339.1,635.3045231,821848578.1,959.8863041,1780037033.0,18.34293414,40182007.24,13.31832344,23216310.13,0.606278027,11012729.15,684.7195276,1657003713.0,193.751674,894002695.9,71.32825812,96245265.1,183.6670618,316527859.4,811.2680749,1535390443.0,852.687052,1792421168.0,376.2168466,1358209763.0,5.686633184,5042668.415,5.802430663,17672292.75,244.5029825,503461532.6,103.3501544,272105986.5,885.287368,826085130.4,2959.628504,6628143595,2922.466459,5474542937,0.0102,0.0304,0.0205,0.0434,0.0098,0.0303,0.1052,0.0414,0.0056,0.0982,0.0477,0.0654,0.098,0.0638,0.158,0.0419,0.1144,0.276,0.1009,0.338,0.1313,0.0227,0.033,0.0183,0.1067,0.0117,0.0401,0.1838,0.0372,0.2309,0.0678,0.02,0.0446,0.0188,0.1478,0.0204,0.0371,0.2658,0.0987,0.0242,0.205,0.0439,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,76,14,69,0.8,0.13,11,8957
2023-11-15,4350.0,0,17062650,8333325,0,0,0,0,0.0,0,0.0,0,35880,6785.0,14000,0,0,0,3220,4685200,0,40192250,25245850,0,0,0,0,0,0,0,0,4127600,1674500,568650,0,0,0,2848350,0,0.0,625306,738102.38,514819,489329,0,0,18928,74713,0,0,0,0,0,0,0,0.0,65611,1169985.12,0,0.0,101972,242860.77,0,0,674,8224,0,0,0,0,541,292,536,1369,272946539.1,356878741.3,879506590.9,1102506.8451424397,155.8826054,126229795.8,32.06901037,41849955.21,93.42090039,84834954.35,118.5186985,155562460.5,379.5433276,524935069.6,59.20534568,88502402.55,84.19271692,159721228.1,2.026177376,11831558.26,532.081436,447687339.1,635.3045231,821848578.1,959.8863041,1780037033.0,18.34293414,40182007.24,13.31832344,23216310.13,0.606278027,11012729.15,684.7195276,1657003713.0,193.751674,894002695.9,71.32825812,96245265.1,183.6670618,316527859.4,811.2680749,1535390443.0,852.687052,1792421168.0,376.2168466,1358209763.0,5.686633184,5042668.415,5.802430663,17672292.75,244.5029825,503461532.6,103.3501544,272105986.5,885.287368,826085130.4,2959.628504,6628143595,2922.466459,5474542937,0.0102,0.0304,0.0205,0.0434,0.0098,0.0303,0.1052,0.0414,0.0056,0.0982,0.0477,0.0654,0.098,0.0638,0.158,0.0419,0.1144,0.276,0.1009,0.338,0.1313,0.0227,0.033,0.0183,0.1067,0.0117,0.0401,0.1838,0.0372,0.2309,0.0678,0.02,0.0446,0.0188,0.1478,0.0204,0.0371,0.2658,0.0987,0.0242,0.205,0.0439,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,76,14,69,0.8,0.13,11,8957
2023-11-16,6307.5,0,5248800,1705275,0,0,4080,0,0.0,0,12390.0,0,35190,1475.0,0,0,0,0,0,2673250,0,7278550,4153100,0,0,4700500,0,0,0,2994550,0,4208350,2250800,0,0,0,0,0,0,0.0,582293,730846.57,485298,481383,0,0,20494,74408,0,0,0,0,0,0,0,0.0,53382,1036631.74,0,0.0,49656,183997.39,0,5379,820,11732,0,0,0,0,545,291,497,1333,252233805.4,337286658.3,823359955.1,1059925.2955738935,194.8532567,157787244.7,40.08626296,52312444.01,116.7761255,106043692.9,148.1483732,194453075.6,474.4291595,656168837.0,74.00668209,110628003.2,105.2408962,199651535.1,2.53272172,14789447.82,665.1017951,559609173.9,794.1306539,1027310723.0,1199.85788,2225046292.0,22.92866768,50227509.05,16.64790431,29020387.66,0.757847534,13765911.43,855.8994095,2071254642.0,242.1895925,1117503370.0,89.16032264,120306581.4,229.5838272,395659824.3,1014.085094,1919238054.0,1065.858815,2240526460.0,470.2710583,1697762204.0,7.10829148,6303335.519,7.253038329,22090365.94,305.6287282,629326915.7,129.187693,340132483.2,1106.60921,1032606413.0,3699.53563,8285179494,3653.083074,6843178672,0.010322951,0.03042623,0.020642623,0.043788525,0.009845902,0.030298361,0.105418033,0.041593443,0.005562295,0.0985,0.047662295,0.065144262,0.0978,0.06412459,0.15804918,0.041768852,0.113804918,0.276391803,0.100906557,0.33735082,0.13085082,0.0228,0.033391803,0.018704918,0.106477049,0.011804918,0.040009836,0.183727869,0.037440984,0.230652459,0.067511475,0.019763934,0.044518033,0.018737705,0.147990164,0.020329508,0.037198361,0.265221311,0.098737705,0.024265574,0.205409836,0.043877049,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,76,14,76,0.71,0.29,11,8195
